 5.8850865E3  1.000109
 5.8851802E3  0.9943091
 5.8852739E3  0.9978648
 5.8853676E3  0.9993854
 5.8854613E3  0.9960907
 5.8855551E3  0.9952357
 5.8856488E3  0.9960678
 5.8857425E3  0.9909326
 5.8858362E3  0.982731
 5.8859299E3  0.9809493
 5.8860236E3  0.9830694
 5.8861174E3  0.9816905
 5.8862111E3  0.9781715
 5.8863048E3  0.9803289
 5.8863985E3  0.9855732
 5.8864922E3  0.9872476
 5.8865860E3  0.984895
 5.8866797E3  0.9848163
 5.8867734E3  0.9873487
 5.8868671E3  0.985755
 5.8869608E3  0.9775252
 5.8870546E3  0.9716453
 5.8871483E3  0.9751773
 5.8872420E3  0.9790028
 5.8873357E3  0.9709423
 5.8874294E3  0.9580373
 5.8875232E3  0.9572669
 5.8876169E3  0.9705291
 5.8877106E3  0.9830269
 5.8878043E3  0.9853188
 5.8878980E3  0.9843537
 5.8879918E3  0.9875875
 5.8880855E3  0.9923285
 5.8881792E3  0.9937682
 5.8882729E3  0.9925376
 5.8883666E3  0.9903363
 5.8884604E3  0.9801307
 5.8885541E3  0.94023
 5.8886478E3  0.8547877
 5.8887415E3  0.7307887
 5.8888352E3  0.5979728
 5.8889290E3  0.484157
 5.8890227E3  0.4069531
 5.8891164E3  0.3760519
 5.8892101E3  0.3937707
 5.8893038E3  0.4406913
 5.8893976E3  0.4985423
 5.8894913E3  0.5652118
 5.8895850E3  0.646725
 5.8896787E3  0.7443516
 5.8897724E3  0.8425846
 5.8898662E3  0.9135394
 5.8899599E3  0.9441543
 5.8900536E3  0.9543501
 5.8901473E3  0.9639261
 5.8902410E3  0.9674189
 5.8903348E3  0.9664521
 5.8904285E3  0.9657114
 5.8905222E3  0.9689652
 5.8906159E3  0.9775658
 5.8907096E3  0.9816956
 5.8908034E3  0.9797074
 5.8908971E3  0.9801785
 5.8909908E3  0.9854302
 5.8910845E3  0.9889862
 5.8911782E3  0.9851502
 5.8912720E3  0.9749723
 5.8913657E3  0.9638948
 5.8914594E3  0.9579545
 5.8915531E3  0.9605705
 5.8916468E3  0.9692498
 5.8917406E3  0.974673
 5.8918343E3  0.9742417
 5.8919280E3  0.9732782
 5.8920217E3  0.9766333
 5.8921154E3  0.9803948
 5.8922092E3  0.9806397
 5.8923029E3  0.9798478
 5.8923966E3  0.9828534
 5.8924903E3  0.9812129
 5.8925840E3  0.9730777
 5.8926778E3  0.9677229
 5.8927715E3  0.9694522
 5.8928652E3  0.9774577
 5.8929589E3  0.9819888
 5.8930526E3  0.9742128
 5.8931464E3  0.9671966
 5.8932401E3  0.9701891
 5.8933338E3  0.9776162
 5.8934275E3  0.9802408
 5.8935212E3  0.9861997
 5.8936150E3  0.9915012
 5.8937087E3  0.9895298
 5.8938024E3  0.9896156
 5.8938961E3  0.9911513
 5.8939898E3  0.9895921
 5.8940836E3  0.9876545
 5.8941773E3  0.993854
 5.8942710E3  0.9999643
 5.8943647E3  0.9984643
 5.8944584E3  0.9836765
 5.8945522E3  0.9328588
 5.8946459E3  0.8340973
 5.8947396E3  0.7060978
 5.8948333E3  0.5869274
 5.8949270E3  0.4972415
 5.8950208E3  0.4492093
 5.8951145E3  0.4420695
 5.8952082E3  0.4615894
 5.8953019E3  0.5025339
 5.8953956E3  0.5559756
 5.8954894E3  0.6216554
 5.8955831E3  0.7181591
 5.8956768E3  0.8359777
 5.8957705E3  0.9353028
 5.8958642E3  0.9850806
 5.8959580E3  0.9995113
 5.8960517E3  0.9943042
 5.8961454E3  0.9838724
 5.8962391E3  0.9806253
 5.8963328E3  0.9817656
 5.8964266E3  0.9820969
 5.8965203E3  0.9800264
 5.8966140E3  0.9777945
 5.8967077E3  0.9794709
 5.8968014E3  0.9836867
 5.8968952E3  0.9852323
 5.8969889E3  0.981752
 5.8970826E3  0.9778538
 5.8971763E3  0.9777814
 5.8972700E3  0.9821196
 5.8973637E3  0.989749
 5.8974575E3  0.9991986
 5.8975512E3  1.000573
 5.8976449E3  0.98791
 5.8977386E3  0.9777504
 5.8978323E3  0.9745921
 5.8979261E3  0.9764119
 5.8980198E3  0.9809355
 5.8981135E3  0.9775518
 5.8982072E3  0.9715781
 5.8983009E3  0.972033
 5.8983947E3  0.9762892
 5.8984884E3  0.9818013
 5.8985821E3  0.9853897
 5.8986758E3  0.9853026
 5.8987695E3  0.9842482
 5.8988633E3  0.9853
 5.8989570E3  0.9867896
 5.8990507E3  0.985598
 5.8991444E3  0.984725
 5.8992381E3  0.9912677
 5.8993319E3  0.9997616
 5.8994256E3  0.9982615
 5.8995193E3  0.9913022
 5.8996130E3  0.9803292
 5.8997067E3  0.9691391
 5.8998005E3  0.9658115
 5.8998942E3  0.9666496
 5.8999879E3  0.9668695
